Name,GID,Team,Opp,Home,NewGameFDP,LastFDP,AvgFDP,AvgPTS,LastPT,AvgMIN,LastMIN,AvgFGM,LastFGM,AvgFGA,LastFGA,Avg3PTS,Last3PTS,AvgREB,LastREB,AvgAST,LastAST,AvgSTL,AvgTOV,LastTOV,Date,Last3GameAvgFDP,Last3GameAvgMIN,Last3GameAvgPTS,position,Rank,TeamStdFDP,TeamAvgFDP,TeamMaxFDP
Chris Boucher,5117,tor,lac,0,28.2,33.9,11.642857142857142,3.4285714285714284,15,8.657142857714286,24.36666667,1.1428571428571428,7,2.8571428571428568,11,0.14285714285714285,1,2.142857142857143,2,0.42857142857142855,1,0.42857142857142855,0.14285714285714285,0,2019-11-10,20.166666666666668,14.472222223333333,6.666666666666668,C,belowAvg,14.402992793227634,27.45231150793651,48.85000000000001
Enes Kanter,4442,bos,dal,1,5.6,22.2,22.2,12.0,12,24.96666667,24.96666667,5.0,5,8.0,8,0.0,0,6.0,6,2.0,2,0.0,0.0,0,2019-11-10,22.2,24.96666667,12.0,C,average,14.18610134800188,26.239365079365076,48.242857142857154
Cameron Johnson,5925,pho,lal,1,16.3,33.2,12.114285714285714,6.857142857142858,15,14.492857141428573,19.6,2.571428571428572,6,5.285714285714286,10,1.2857142857142858,3,2.7142857142857144,6,0.5714285714285714,2,0.2857142857142857,0.5714285714285714,1,2019-11-11,15.766666666666667,16.11111111,8.0,SF,belowAvg,13.286275589237105,23.36814814814815,43.38888888888889
Damian Jones,4933,atl,den,0,17.6,23.9,10.8375,4.5,8,14.01666666625,24.08333333,2.0,4,3.0,7,0.125,0,2.625,7,0.375,1,0.5,0.375,0,2019-11-11,12.233333333333334,17.677777776666666,6.0,C,belowAvg,14.330954518957455,20.97963450292398,51.3625
Rondae Hollis-Jefferson,4810,tor,por,0,34.7,30.3,15.633333333333335,6.666666666666668,9,16.016666667666666,28.8,2.6666666666666665,4,5.666666666666668,11,0.0,0,4.0,9,1.0,1,1.0,1.3333333333333333,3,2019-11-12,15.633333333333335,16.016666667666666,6.666666666666668,PF,belowAvg,14.473014194280346,26.734043209876546,47.75555555555556
Rajon Rondo,3872,lal,sac,1,10.6,22.7,22.7,5.0,5,14.33333333,14.33333333,2.0,2,6.0,6,1.0,1,6.0,6,7.0,7,0.0,0.0,0,2019-11-14,22.7,14.33333333,5.0,PG,average,18.45324496805449,24.18974977043159,61.16363636363637
Blake Griffin,4172,det,cha,0,33.6,32.4,32.4,19.0,19,23.96666667,23.96666667,6.0,6,12.0,12,1.0,1,7.0,7,6.0,6,0.0,4.0,4,2019-11-14,32.4,23.96666667,19.0,PF,advanced,15.174926384461966,23.28597988505747,56.31
Jordan Bell,5125,min,was,1,3.4,21.7,11.825,5.75,12,10.7166666675,14.51666667,2.25,4,3.25,6,0.0,0,4.75,6,1.25,3,0.0,2.25,2,2019-11-14,12.433333333333332,12.672222223333335,6.333333333333332,PF,belowAvg,15.162455706377786,24.091221303948576,53.93636363636365
Ben McLemore,4589,hou,min,0,29.3,23.6,10.425000000000002,6.666666666666668,21,17.499999998583334,32.58333333,2.0,6,5.583333333333332,13,1.5833333333333333,4,1.0833333333333333,3,0.75,0,0.5,0.4166666666666667,1,2019-11-15,17.933333333333334,24.56111111,11.0,SG,belowAvg,19.475140468120863,29.241623376623373,63.04545454545456
Paul George,4283,lac,atl,1,52.3,44.8,44.8,33.0,33,24.21666667,24.21666667,0.0,0,0.0,0,3.0,3,9.0,9,4.0,4,0.0,5.0,5,2019-11-15,44.8,24.21666667,33.0,SF,top,15.726628501879759,24.971375519904928,53.05454545454546
Allen Crabbe,4561,atl,lal,0,12.2,16.4,13.1,3.5,5,14.99166667,15.21666667,1.5,2,3.5,4,0.5,1,3.0,2,0.0,0,1.0,0.0,0,2019-11-16,13.1,14.99166667,3.5,SG,belowAvg,13.867267111161953,21.766097820308353,49.9
Nicolas Batum,4086,cha,tor,0,17.2,26.8,16.3,1.5,3,20.166666665,29.13333333,0.5,1,2.0,4,0.5,1,6.5,9,4.0,6,0.5,2.0,2,2019-11-17,16.3,20.166666665,1.5,SF,belowAvg,12.589022552602467,21.23931623931624,41.807692307692314
Ante Zizic,5119,cle,nyk,0,12.2,11.4,11.4,6.0,6,16.63333333,16.63333333,3.0,3,6.0,6,0.0,0,2.0,2,0.0,0,0.0,0.0,0,2019-11-17,11.4,16.63333333,6.0,C,belowAvg,11.473953937225389,24.785651260504203,44.46
Isaiah Hartenstein,5746,hou,por,1,14.2,23.2,15.1,5.0,6,21.925,30.61666667,1.5,1,2.0,2,0.0,0,8.0,16,0.0,0,0.0,1.0,2,2019-11-17,15.1,21.925,5.0,PF,belowAvg,19.32691910066905,29.10926587301587,62.79166666666668
Nassir Little,5937,por,nor,0,34.7,23.4,10.928571428571427,4.428571428571429,11,16.71190476042857,29.2,1.7142857142857142,4,5.285714285714286,10,0.2857142857142857,0,3.571428571428572,7,0.42857142857142855,2,0.42857142857142855,0.5714285714285714,2,2019-11-18,18.83333333333333,27.92222222,7.666666666666668,SF,belowAvg,14.469844965437353,24.69788457049486,50.85833333333334
De'Anthony Melton,5742,mem,gsw,1,2.0,23.8,11.02,4.2,10,9.0833333334,10.83333333,1.6,3,4.0,5,0.6,2,1.6,4,1.4,2,1.0,0.8,0,2019-11-18,15.133333333333335,12.088888889000001,7.0,PG,belowAvg,10.088234487186083,21.053844360767435,37.08461538461539
Carmelo Anthony,3510,por,mil,0,29.4,12.8,12.8,10.0,10,23.61666667,23.61666667,4.0,4,14.0,14,2.0,2,4.0,4,0.0,0,0.0,5.0,5,2019-11-20,12.8,23.61666667,10.0,SF,belowAvg,14.219960446975724,24.529671227465354,50.2
Vince Carter,2448,atl,det,0,0.2,16.2,10.622222222222225,6.0,13,15.568518519999998,23.76666667,2.333333333333333,5,5.888888888888888,13,0.7777777777777778,3,2.0,1,0.6666666666666666,2,0.4444444444444444,0.4444444444444444,1,2019-11-21,17.099999999999998,18.816666666666666,10.666666666666666,SF,belowAvg,13.610469705896067,21.039608724608726,49.184615384615384
Theo Pinson,5732,bkn,sac,1,17.1,11.5,10.2,5.4,5,11.9733333312,15.63333333,1.8,1,5.6,4,1.0,1,1.0,0,1.6,1,0.8,1.2,1,2019-11-21,12.7,16.566666663333333,7.666666666666668,SG,belowAvg,13.289821095445554,27.096283577533573,50.115384615384606
Jose Barea,3882,dal,cle,1,20.2,14.7,14.7,11.0,11,15.75,15.75,3.0,3,6.0,6,3.0,3,1.0,1,3.0,3,0.0,2.0,2,2019-11-21,14.7,15.75,11.0,PG,belowAvg,15.70263665960417,24.246627509916987,57.0
Kelan Martin,5934,min,pho,1,8.3,21.4,10.44,6.4,10,16.703333332,24.7,2.8,4,6.6,8,0.8,2,3.2,7,0.0,0,0.0,0.4,0,2019-11-22,14.933333333333332,21.89444444333333,8.666666666666666,SF,belowAvg,15.062174243760555,24.108568376068373,54.815384615384616
Shaquille Harrison,5249,chi,cha,0,5.7,27.4,10.966666666666667,3.888888888888889,10,8.107407406777778,23.15,1.4444444444444444,3,3.4444444444444446,8,0.1111111111111111,0,2.333333333333333,2,1.2222222222222223,4,0.5555555555555556,0.2222222222222222,0,2019-11-22,24.76666666666667,16.716666665666665,8.333333333333334,PG,belowAvg,11.120314994963836,21.985224716803664,42.41538461538461
Iman Shumpert,4397,bkn,nyk,0,7.5,19.9,10.275,5.0,8,18.591666665,24.73333333,2.0,3,5.75,6,0.75,1,3.25,7,0.25,1,0.75,1.25,1,2019-11-23,11.833333333333336,20.949999996666666,5.0,SG,belowAvg,13.509273973258571,25.49396720969089,49.15714285714286
Dzanan Musa,5767,bkn,nyk,0,14.1,21.7,11.02,5.5,10,15.093333334,20.11666667,1.7,2,5.0,5,0.4,0,3.1,6,1.0,1,0.5,1.2,0,2019-11-23,15.166666666666664,18.45,5.666666666666668,SF,belowAvg,13.509273973258571,25.49396720969089,49.15714285714286
Keita Bates-Diop,5675,min,atl,0,28.0,28.8,10.8,6.6,22,15.0300000006,37.1,2.4,9,4.8,18,1.0,3,2.0,4,0.4,2,0.2,0.6,1,2019-11-24,12.466666666666667,18.03888889,9.333333333333334,SF,belowAvg,15.269695151220331,23.407759016345967,54.85714285714285
Dennis Smith Jr.,5212,nyk,tor,0,18.2,21.9,10.99,5.6,10,15.0366666667,20.36666667,2.2,4,6.2,11,0.7,2,1.2,2,2.5,5,0.4,1.3,1,2019-11-26,16.366666666666664,16.844444446666667,10.0,PG,belowAvg,12.167363722891984,22.14149114988898,45.07272727272727
Elie Okobo,5711,pho,dal,1,5.4,28.2,11.133333333333333,4.916666666666667,13,11.438888888583335,20.78333333,1.6666666666666667,5,4.0,9,0.8333333333333334,3,1.0833333333333333,1,2.833333333333333,8,0.3333333333333333,0.3333333333333333,1,2019-11-28,22.266666666666666,23.644444443333335,11.0,SG,belowAvg,13.371531998953511,21.680956228956234,43.92
Cheick Diallo,4957,pho,dal,1,3.9,29.5,10.483333333333333,5.833333333333332,17,10.066666667166666,23.31666667,1.75,7,2.1666666666666665,8,0.0,0,2.833333333333333,10,0.5,1,0.0,0.5,1,2019-11-28,25.4,23.994444446666666,15.0,PF,belowAvg,13.371531998953511,21.680956228956234,43.92
Abdel Nader,5127,okc,nor,0,4.5,25.6,10.881818181818181,7.090909090909091,19,13.922727273636365,22.41666667,2.363636363636364,7,4.818181818181818,11,1.0909090909090908,4,1.9090909090909087,3,0.6363636363636364,2,0.2727272727272727,1.0909090909090908,0,2019-11-30,19.733333333333334,16.733333336666664,14.666666666666664,SF,belowAvg,11.826093329158445,22.39259247288659,42.01538461538462
Damyean Dotson,5222,nyk,bos,1,24.3,14.5,10.04,5.266666666666667,10,14.50888889,19.53333333,2.0,3,5.266666666666667,8,0.8,2,1.5333333333333334,0,0.9333333333333332,1,0.4666666666666667,0.4666666666666667,0,2019-11-30,14.733333333333334,17.46111111,8.666666666666666,SG,belowAvg,12.015343963178436,20.47254120148857,44.06666666666666
Khem Birch,4696,orl,gsw,1,31.5,28.4,11.8,4.222222222222221,4,19.151851853,27.4,1.6666666666666667,2,3.2222222222222223,4,0.0,0,4.5555555555555545,12,0.2222222222222222,0,0.3333333333333333,0.5555555555555556,2,2019-11-30,20.7,26.63888889,6.0,PF,belowAvg,12.306978978385649,23.13913382594417,44.521428571428565
Robin Lopez,4112,mil,nyk,1,13.6,33.2,10.26,4.95,13,13.942499999849998,23.53333333,2.0,5,3.9,9,0.55,3,2.8,6,0.7,4,0.15,1.35,2,2019-12-01,18.266666666666673,16.7,7.666666666666668,C,belowAvg,16.801279141555742,23.57443730063796,62.88125
Justin James,5808,sac,chi,1,-1.8,26.4,10.822222222222226,4.4444444444444455,6,13.624074073333334,25.53333333,2.0,3,4.5555555555555545,9,0.3333333333333333,0,1.8888888888888888,7,0.8888888888888888,2,0.4444444444444444,0.2222222222222222,0,2019-12-01,14.9,19.494444443333336,4.0,SG,belowAvg,11.485398097780251,23.450110603620658,41.96923076923077
Kevon Looney,4820,gsw,atl,0,9.4,14.3,14.3,3.0,3,10.45,10.45,1.0,1,4.0,4,1.0,1,9.0,9,1.0,1,0.0,1.0,1,2019-12-01,14.3,10.45,3.0,C,belowAvg,10.989385022367307,22.980270402685264,42.6764705882353
John Henson,4525,cle,det,1,12.4,17.6,17.6,3.0,3,8.283333333,8.283333333,1.0,1,2.0,2,0.0,0,3.0,3,0.0,0,2.0,1.0,1,2019-12-02,17.6,8.283333333,3.0,PF,belowAvg,11.269259265912375,24.835002042483648,44.25
Ty Jerome,5928,pho,orl,0,17.7,22.6,22.6,4.0,4,12.38333333,12.38333333,2.0,2,4.0,4,0.0,0,3.0,3,4.0,4,3.0,0.0,0,2019-12-03,22.6,12.38333333,4.0,SG,average,13.37616922543578,22.666838978015452,44.11764705882353
Yogi Ferrell,4970,sac,sas,0,23.5,20.7,10.39375,5.3125,13,13.128125,15.38333333,1.875,5,4.1875,7,0.5,1,1.5,1,1.6875,3,0.4375,0.75,1,2019-12-05,17.53333333333333,15.333333333333336,8.0,PG,belowAvg,11.818004558400554,22.994047063269754,41.82857142857143
Norvel Pelle,5904,phi,cle,1,16.1,16.9,16.9,3.0,3,12.55,12.55,0.0,0,0.0,0,0.0,0,2.0,2,1.0,1,0.0,2.0,2,2019-12-06,16.9,12.55,3.0,PF,belowAvg,15.761365664398973,24.00155400756794,49.2421052631579
Denzel Valentine,4901,chi,mia,0,15.5,19.4,10.644444444444446,5.333333333333333,11,9.307407408333333,13.81666667,2.0,4,4.666666666666667,8,1.3333333333333333,3,2.1111111111111107,2,0.8888888888888888,2,0.4444444444444444,0.2222222222222222,0,2019-12-07,17.099999999999998,13.77777778,8.333333333333334,SF,belowAvg,10.88976253100344,21.913125,42.8
Ian Mahinmi,3777,was,lac,1,26.2,12.0,12.0,7.0,7,13.13333333,13.13333333,2.0,2,5.0,5,0.0,0,5.0,5,0.0,0,0.0,1.0,1,2019-12-07,12.0,13.13333333,7.0,C,belowAvg,12.569612847439013,24.20819372530157,47.594444444444434
Michael Kidd-Gilchrist,4532,cha,was,1,6.6,15.6,10.1,4.666666666666667,7,13.744444443333334,22.8,1.6666666666666667,3,6.0,8,0.6666666666666666,1,3.0,3,1.0,2,0.0,0.6666666666666666,1,2019-12-09,10.1,13.744444443333334,4.666666666666667,SF,belowAvg,11.841748360401613,21.693588981924506,41.955
Marvin Bagley,5714,sac,okc,1,20.2,31.0,31.0,14.0,14,27.7,27.7,6.0,6,16.0,16,0.0,0,10.0,10,0.0,0,1.0,1.0,1,2019-12-10,31.0,27.7,14.0,PF,advanced,12.113558430861678,23.69264660112411,43.0529411764706
Marco Belinelli,3974,sas,pho,0,6.4,10.2,10.009090909090908,5.590909090909091,9,16.371212120454548,20.31666667,1.9545454545454544,4,5.863636363636362,5,1.0,1,1.6363636363636365,1,1.4545454545454546,0,0.2272727272727273,0.4090909090909091,0,2019-12-13,11.266666666666666,18.055555556666665,8.666666666666666,SG,belowAvg,11.216372480279649,22.233198505523067,42.88333333333333
David Nwaba,5109,bkn,phi,1,9.4,25.3,10.858823529411763,4.823529411764706,10,12.921568627823527,17.35,1.7647058823529411,4,3.3529411764705883,8,0.5882352941176471,2,2.235294117647059,4,0.35294117647058826,1,0.4705882352941176,0.35294117647058826,0,2019-12-14,16.03333333333333,16.69444444666667,8.333333333333334,SG,belowAvg,13.673660112195508,25.651568615264846,50.084210526315786
Daniel Gafford,5894,chi,okc,0,0.0,24.4,10.455555555555557,4.5555555555555545,4,11.075925925722224,20.3,1.4444444444444444,2,2.055555555555556,3,0.0,0,1.7222222222222223,2,0.2222222222222222,0,0.05555555555555555,0.16666666666666666,0,2019-12-15,21.5,16.827777776666668,7.333333333333332,PF,belowAvg,11.069920324031159,23.21302110524292,44.441176470588225
Deandre Ayton,5713,pho,lac,0,37.9,46.2,46.2,18.0,18,33.4,33.4,9.0,9,14.0,14,0.0,0,11.0,11,0.0,0,1.0,0.0,0,2019-12-16,46.2,33.4,18.0,C,top,13.375399999847705,23.402441014151535,46.171428571428564
Wilson Chandler,3978,bkn,nor,0,15.2,19.4,19.4,2.0,2,18.68333333,18.68333333,1.0,1,1.0,1,0.0,0,7.0,7,2.0,2,1.0,0.0,0,2019-12-16,19.4,18.68333333,2.0,SF,belowAvg,13.364818739812353,25.403990184501602,49.23
Rodney McGruder,4650,lac,hou,1,7.0,28.2,10.433333333333334,3.9444444444444446,7,17.822222222611106,21.3,1.5,3,4.0,5,0.6666666666666666,1,3.0,11,0.7777777777777778,0,0.5,0.4444444444444444,1,2019-12-18,17.533333333333335,20.144444443333327,3.6666666666666665,SG,belowAvg,14.977589784027689,24.95705137844612,54.045
Anzejs Pasecniks,5957,was,tor,0,5.3,18.1,18.1,9.0,9,27.55,27.55,3.0,3,7.0,7,0.0,0,8.0,8,1.0,1,0.0,2.0,2,2019-12-19,18.1,27.55,9.0,C,belowAvg,12.817972955364635,23.700596366138157,48.41
Tremont Waters,5849,bos,tor,0,1.0,20.9,20.9,7.0,7,19.71666667,19.71666667,2.0,2,7.0,7,1.0,1,2.0,2,3.0,3,1.0,2.0,2,2019-12-24,20.9,19.71666667,7.0,PG,average,13.420982121450644,27.934910714285714,50.36666666666667
Kadeem Allen,5113,nyk,bkn,0,-1.0,14.0,14.0,9.0,9,15.53333333,15.53333333,3.0,3,6.0,6,3.0,3,0.0,0,2.0,2,1.0,1.0,1,2019-12-25,14.0,15.53333333,9.0,SG,belowAvg,12.078970325144686,20.701302422723483,43.94000000000001
Sviatoslav Mykhailiuk,5692,det,was,1,24.8,21.4,10.15,5.846153846153847,13,17.083974358769233,32.18333333,1.9615384615384612,4,4.846153846153847,7,1.5,4,1.2307692307692308,2,1.3461538461538465,4,0.4615384615384616,0.8076923076923077,0,2019-12-25,18.166666666666664,24.66111111,9.666666666666666,SG,belowAvg,13.749628184662427,22.641425495095852,52.93157894736842
Gary Payton,4976,was,det,0,31.5,46.7,46.7,10.0,10,34.01666667,34.01666667,4.0,4,8.0,8,1.0,1,11.0,11,5.0,5,6.0,2.0,2,2019-12-25,46.7,34.01666667,10.0,SG,top,13.310857186338911,24.07776394884473,49.86818181818182
Johnathan Williams,5695,was,nyk,1,8.6,24.6,24.6,9.0,9,32.61666667,32.61666667,4.0,4,6.0,6,0.0,0,8.0,8,2.0,2,0.0,0.0,0,2019-12-27,24.6,32.61666667,9.0,PF,average,13.282321243952383,23.999901995982782,49.86818181818182
Alen Smailagic,5814,gsw,sas,0,15.1,12.5,10.35,4.5,5,12.174999998499999,19.58333333,2.0,2,3.0,3,0.0,0,3.0,5,0.5,1,0.0,0.0,0,2019-12-30,10.35,12.174999998499999,4.5,PF,belowAvg,11.419185849315452,22.3193085564449,44.77
Naz Reid,5931,min,gsw,1,23.7,16.9,11.1,6.75,11,10.558333332499998,18.33333333,2.5,4,7.0,10,1.5,2,1.75,2,0.5,1,0.25,0.75,1,2020-01-01,13.8,13.127777776666667,8.0,PF,belowAvg,14.64369576086168,22.172362802421986,52.4913043478261
Jordan McLaughlin,5733,min,gsw,1,9.2,36.4,13.36,6.0,19,15.913333332000002,22.33333333,2.2,7,5.6,13,0.8,3,1.8,2,2.4,4,0.8,0.8,0,2020-01-01,17.066666666666666,14.26111111,7.333333333333332,PG,belowAvg,14.64369576086168,22.172362802421986,52.4913043478261
Brandon Goodwin,5727,atl,bos,0,22.3,40.6,11.78,5.2,21,10.7900000006,21.9,1.8,7,4.6,11,0.8,3,1.4,3,1.8,6,0.6,0.8,2,2020-01-02,20.3,16.172222223333332,8.666666666666666,PG,belowAvg,14.2711733886091,21.91817496806356,52.32173913043478
Reggie Bullock,4654,nyk,pho,0,18.9,13.4,13.4,11.0,11,15.43333333,15.43333333,4.0,4,9.0,9,3.0,3,2.0,2,0.0,0,0.0,0.0,0,2020-01-02,13.4,15.43333333,11.0,SG,belowAvg,12.342072595707355,20.79416960302601,45.38500000000001
Harry Giles,5167,sac,nor,1,10.0,13.8,10.17,4.5,4,9.7533333334,12.11666667,1.9,1,4.4,4,0.0,0,1.6,4,1.1,2,0.6,0.9,1,2020-01-03,17.266666666666666,15.28888889,7.0,PF,belowAvg,12.125075998921425,22.73426377988533,44.76086956521739
Wes Iwundu,5152,orl,was,1,20.4,23.1,10.45217391304348,4.086956521739131,12,16.496376811347822,28.38333333,1.3043478260869563,4,3.782608695652174,7,0.17391304347826084,1,2.4782608695652173,3,0.8695652173913043,1,0.5652173913043478,0.5217391304347826,0,2020-01-07,18.366666666666667,27.24444444333333,9.333333333333334,SF,belowAvg,12.137065609653213,23.574018600794915,46.55833333333334
Sekou Doumbouya,5866,det,cle,1,12.7,25.4,11.30909090909091,5.545454545454546,15,14.256060606272726,33.36666667,2.1818181818181817,6,4.818181818181818,9,0.4545454545454545,0,2.9090909090909087,2,0.18181818181818185,0,0.6363636363636364,0.4545454545454545,1,2020-01-08,27.46666666666667,35.20555555666667,14.0,PF,belowAvg,13.700943627581402,22.388779070535367,52.30434782608695
Lonnie Walker,5756,sas,mem,0,7.4,26.1,10.117857142857146,5.9642857142857135,19,11.81488095235714,19.21666667,2.0,7,4.464285714285714,11,0.5,2,2.107142857142857,3,0.6071428571428571,1,0.32142857142857145,0.6785714285714286,1,2020-01-09,20.133333333333333,21.444444446666665,11.666666666666664,SG,belowAvg,12.258862275323072,22.77494569757728,46.51904761904761
PJ Dozier,5177,den,gsw,0,0.0,19.8,19.8,12.0,12,13.03333333,13.03333333,5.0,5,7.0,7,2.0,2,4.0,4,2.0,2,0.0,0.0,0,2020-01-15,19.8,13.03333333,12.0,SG,belowAvg,13.264329180713814,23.519867082847764,50.2
Dragan Bender,4913,mil,bkn,0,13.7,14.4,10.325,3.75,0,12.60000000075,21.23333333,1.5,0,2.75,3,0.5,0,2.25,7,1.25,2,0.0,0.25,0,2020-01-17,12.6,16.055555556666665,5.0,PF,belowAvg,15.852732224627134,22.483918692737838,61.636
