AS,Player_name,ID,Date,Team,Opp,H/A,GTime(ET),Team pts,Opp pts,Win-Lose,Start,Mins_played,GP,active,FDP,DoubleD,TripleD,FD Sal,FD pos,ADI,VMI,pt,rb,as,st,bl,to,trey,FGM,FGA,FTM,FTA,ranking
3.0,Danny_Green,4193,20200201,lal,sac,0,22.0,129.0,113.0,1,1.0,21.85,1.0,1.0,25.3,0.0,0.0,4000.0,2.0,67.12,-0.68,9,4,3,2,1,2,3,3,8,0,0,average
1.0,JaVale_McGee,4114,20200201,lal,sac,0,22.0,129.0,113.0,1,1.0,15.11666667,1.0,1.0,17.1,0.0,0.0,4400.0,5.0,67.12,-0.68,7,8,1,0,0,1,0,2,2,3,4,belowAvg
0.0,John_Collins,5134,20200201,atl,dal,0,20.5,100.0,123.0,0,1.0,33.05,1.0,1.0,37.2,1.0,0.0,7600.0,4.0,65.02,-1.05,26,11,0,0,0,2,1,0,0,3,5,advanced
4.0,Al_Horford,3998,20200201,phi,bos,0,20.5,95.0,116.0,0,1.0,28.85,1.0,1.0,24.8,0.0,0.0,6500.0,4.0,65.43,-0.31,9,9,4,0,0,1,1,4,11,0,0,average
3.0,Derrick_Jones,4941,20200201,mia,orl,0,19.0,102.0,89.0,1,0.0,27.63333333,1.0,1.0,24.9,0.0,0.0,3800.0,3.0,66.25,0.25,3,7,3,0,3,0,1,1,4,0,0,average
2.0,Bradley_Beal,4494,20200201,was,bkn,1,20.0,113.0,107.0,1,1.0,35.9,1.0,1.0,60.2,0.0,0.0,9600.0,2.0,65.7,0.86,34,6,2,3,3,2,2,0,0,0,0,top
1.0,Justin_Patton,5176,20200115,okc,tor,1,20.0,121.0,130.0,0,0.0,10.51666667,1.0,1.0,5.7,0.0,0.0,3500.0,5.0,64.24,-0.56,4,1,1,0,0,1,0,2,5,0,0,benchPlayer
4.0,Marcus_Smart,4677,20200201,bos,phi,1,20.5,116.0,95.0,1,1.0,34.2,1.0,1.0,28.8,0.0,0.0,5800.0,2.0,65.43,1.22,16,4,4,2,0,4,1,5,8,5,6,average
-0.0,Dean_Wade,5857,20200128,cle,nor,1,19.5,111.0,125.0,0,0.0,1.6333333330000002,1.0,1.0,0.0,0.0,0.0,3700.0,4.0,64.38,-0.36,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
-0.0,Justin_Holiday,4558,20200201,ind,nyk,1,19.0,85.0,92.0,0,0.0,25.91666667,1.0,1.0,10.6,0.0,0.0,4300.0,3.0,63.6,0.76,5,3,0,0,1,1,1,2,3,0,2,belowAvg
5.0,Brandon_Goodwin,5727,20200201,atl,dal,0,20.5,100.0,123.0,0,0.0,24.46666667,1.0,1.0,25.9,0.0,0.0,3500.0,1.0,65.02,-1.05,11,7,5,0,0,1,1,4,11,2,2,average
1.0,Emmanuel_Mudiay,4773,20200201,uta,por,0,22.5,107.0,124.0,0,0.0,2.65,1.0,1.0,0.5,0.0,0.0,3800.0,1.0,67.71,-15.62,0,0,1,0,0,1,0,0,2,0,0,benchPlayer
-0.0,Isaiah_Roby,5919,20200129,okc,sac,0,22.0,120.0,100.0,1,0.0,1.516666667,1.0,1.0,0.0,0.0,0.0,3500.0,4.0,66.71,-3.69,0,0,0,0,0,0,0,0,1,0,0,benchPlayer
-0.0,Udonis_Haslem,3535,20191120,mia,cle,1,19.5,124.0,100.0,1,0.0,5.816666667000001,1.0,1.0,4.2,0.0,0.0,3500.0,4.0,67.12,-0.49,3,1,0,0,0,0,0,0,0,3,4,benchPlayer
-0.0,Skal_Labissiere,4979,20191228,por,lal,1,22.0,120.0,128.0,0,1.0,2.616666667,1.0,1.0,1.2,0.0,0.0,4000.0,4.0,67.3,-5.91,0,1,0,0,0,0,0,0,1,0,0,benchPlayer
1.0,Jamal_Murray,4954,20200115,den,cha,1,21.0,100.0,86.0,1,1.0,14.65,1.0,1.0,10.7,0.0,0.0,6500.0,1.0,46.11,-0.97,5,1,1,2,0,3,0,2,7,1,1,belowAvg
2.0,Matt_Thomas,5903,20200202,tor,chi,1,15.0,129.0,102.0,1,0.0,18.05,1.0,1.0,11.2,0.0,0.0,3500.0,2.0,63.1,1.34,7,1,2,0,0,0,1,3,6,0,0,belowAvg
2.0,Buddy_Hield,4961,20200201,sac,lal,1,22.0,113.0,129.0,0,0.0,29.55,1.0,1.0,33.8,0.0,0.0,5900.0,2.0,67.12,-0.28,22,4,2,1,1,2,6,8,16,0,0,advanced
1.0,Jarrett_Culver,5932,20200201,min,lac,0,15.5,106.0,118.0,0,1.0,22.16666667,1.0,1.0,9.1,0.0,0.0,4400.0,3.0,66.94,-3.38,5,3,1,0,0,1,0,2,5,1,2,benchPlayer
1.0,Jaylen_Nowell,5933,20200102,min,gsw,1,20.0,99.0,84.0,1,0.0,5.75,1.0,1.0,2.7,0.0,0.0,3500.0,1.0,61.91,0.3,0,1,1,0,0,0,0,0,4,0,0,benchPlayer
3.0,Kevin_Huerter,5754,20200201,atl,dal,0,20.5,100.0,123.0,0,1.0,40.16666667,1.0,1.0,26.7,0.0,0.0,4600.0,2.0,65.02,-1.05,20,1,3,1,0,2,6,7,12,0,0,average
-0.0,Sterling_Brown,5184,20200202,mil,pho,1,14.0,129.0,108.0,1,0.0,10.3,1.0,1.0,6.4,0.0,0.0,3500.0,2.0,62.28,1.4,4,2,0,0,0,0,0,2,3,0,0,benchPlayer
-0.0,Shamorie_Ponds,5798,20191231,tor,cle,1,19.0,117.0,97.0,1,0.0,1.95,1.0,1.0,5.0,0.0,0.0,3500.0,1.0,63.69,1.36,5,0,0,0,0,0,1,1,1,2,2,benchPlayer
-0.0,Rudy_Gay,3857,20200201,sas,cha,1,21.0,114.0,90.0,1,0.0,6.3666666670000005,1.0,1.0,4.2,0.0,0.0,3900.0,3.0,64.93,-0.36,5,1,0,0,0,2,1,2,4,0,0,benchPlayer
5.0,Coby_White,5895,20200202,chi,tor,0,15.0,102.0,129.0,0,0.0,24.6,1.0,1.0,20.7,0.0,0.0,4200.0,1.0,63.1,2.65,12,1,5,0,0,0,4,4,13,0,0,average
1.0,JaMychal_Green,4581,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,20.73333333,1.0,1.0,15.5,0.0,0.0,3600.0,4.0,66.94,-0.42,3,5,1,0,2,1,1,1,4,0,0,belowAvg
6.0,Dennis_Schroder,4595,20200131,okc,pho,0,21.0,111.0,107.0,1,0.0,29.53333333,1.0,1.0,41.8,0.0,0.0,6000.0,2.0,63.28,1.15,24,4,6,2,0,2,3,8,19,5,5,top
1.0,Evan_Turner,4318,20191228,atl,chi,0,20.0,81.0,116.0,0,0.0,4.283333333,1.0,1.0,1.7,0.0,0.0,3500.0,2.0,64.2,0.08,0,1,1,0,0,1,0,0,1,0,0,benchPlayer
2.0,David_Nwaba,5109,20191219,bkn,sas,0,20.5,105.0,118.0,0,0.0,16.13333333,1.0,1.0,15.4,0.0,0.0,3900.0,2.0,65.52,1.23,4,2,2,1,1,0,0,0,2,4,4,belowAvg
1.0,Georges_Niang,5015,20200201,uta,por,0,22.5,107.0,124.0,0,0.0,18.5,1.0,1.0,11.1,0.0,0.0,3500.0,4.0,67.71,-15.62,6,3,1,0,0,0,0,3,10,0,0,belowAvg
-0.0,Malcolm_Miller,4886,20200128,tor,atl,1,19.5,130.0,114.0,1,0.0,2.066666667,1.0,1.0,0.0,0.0,0.0,3500.0,4.0,65.89,-0.37,0,0,0,0,0,0,0,0,1,0,0,benchPlayer
5.0,Kevin_Love,4074,20200201,cle,gsw,1,20.0,112.0,131.0,0,1.0,29.2,1.0,1.0,36.7,1.0,0.0,6700.0,4.0,63.19,0.86,14,11,5,1,0,1,2,5,13,2,2,advanced
1.0,Derrick_Favors,4280,20200202,nor,hou,0,14.0,109.0,117.0,0,1.0,23.91666667,1.0,1.0,20.7,0.0,0.0,5300.0,4.0,66.62,-0.37,9,11,1,0,0,3,0,4,7,1,1,average
-0.0,Abdel_Nader,5127,20200131,okc,pho,0,21.0,111.0,107.0,1,0.0,10.86666667,1.0,1.0,4.0,0.0,0.0,3500.0,3.0,63.28,1.15,2,0,0,0,1,1,0,1,3,0,0,benchPlayer
1.0,Josh_Hart,5238,20200202,nor,hou,0,14.0,109.0,117.0,0,0.0,29.6,1.0,1.0,31.5,1.0,0.0,4200.0,2.0,66.62,-0.37,16,10,1,1,0,1,3,5,11,3,4,advanced
3.0,Michael_Carter-Williams,4575,20200201,orl,mia,1,19.0,89.0,102.0,0,0.0,21.9,1.0,1.0,19.3,0.0,0.0,3800.0,1.0,66.25,0.0,10,4,3,0,0,0,1,3,7,3,4,belowAvg
-0.0,Goga_Bitadze,5809,20200201,ind,nyk,1,19.0,85.0,92.0,0,0.0,3.516666667,1.0,1.0,2.0,0.0,0.0,3500.0,5.0,63.6,0.76,2,0,0,0,0,0,0,1,3,0,0,benchPlayer
4.0,Sviatoslav_Mykhailiuk,5692,20200202,det,den,1,12.5,128.0,123.0,1,1.0,35.28333333,1.0,1.0,25.2,0.0,0.0,3700.0,2.0,61.82,1.91,13,1,4,2,0,1,1,3,9,6,8,average
2.0,Garrison_Mathews,5872,20200106,was,bos,1,19.0,99.0,94.0,1,0.0,3.966666667,1.0,1.0,6.0,0.0,0.0,3500.0,2.0,67.21,-0.86,0,0,2,1,0,0,0,0,1,0,0,benchPlayer
-0.0,KZ_Okpala,5910,20191210,mia,atl,1,20.0,135.0,121.0,1,0.0,0.816666667,1.0,1.0,0.0,0.0,0.0,3500.0,3.0,67.16,-0.02,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
-0.0,Allen_Crabbe,4561,20200125,min,okc,1,20.0,104.0,113.0,0,0.0,4.05,1.0,1.0,0.2,0.0,0.0,3500.0,2.0,63.37,0.18,0,1,0,0,0,1,0,0,1,0,0,benchPlayer
2.0,Austin_Rivers,4483,20200202,hou,nor,1,14.0,117.0,109.0,1,0.0,23.61666667,1.0,1.0,19.4,0.0,0.0,4000.0,1.0,66.62,0.19,8,2,2,2,0,0,0,4,12,0,0,belowAvg
1.0,Marc_Gasol,3990,20200128,tor,atl,1,19.5,130.0,114.0,1,1.0,16.48333333,1.0,1.0,18.7,0.0,0.0,5000.0,5.0,65.89,-0.37,10,1,1,0,2,0,2,4,5,0,0,belowAvg
-0.0,Terrance_Ferguson,5225,20200117,okc,mia,1,20.0,108.0,115.0,0,1.0,7.3,1.0,1.0,0.0,0.0,0.0,3500.0,2.0,62.87,0.49,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
2.0,Ryan_Arcidiacono,4962,20200202,chi,tor,0,15.0,102.0,129.0,0,0.0,24.28333333,1.0,1.0,16.2,0.0,0.0,3500.0,1.0,63.1,2.65,12,1,2,0,0,0,3,4,10,1,2,belowAvg
1.0,Ryan_Broekhoff,5666,20200201,dal,atl,1,20.5,123.0,100.0,1,0.0,22.53333333,1.0,1.0,18.7,0.0,0.0,3500.0,4.0,65.02,0.14,8,6,1,0,1,1,2,2,5,2,2,belowAvg
1.0,D.J._Augustin,4078,20200113,orl,sac,0,22.0,114.0,112.0,1,0.0,24.68333333,1.0,1.0,10.3,0.0,0.0,4600.0,1.0,66.98,-1.38,6,4,1,0,0,2,1,2,7,1,1,belowAvg
-0.0,Jacob_Evans_III,5673,20200201,gsw,cle,0,20.0,131.0,112.0,1,0.0,13.76666667,1.0,1.0,10.2,0.0,0.0,3500.0,2.0,63.19,4.07,6,1,0,1,0,0,0,3,3,0,0,belowAvg
1.0,Juan_Hernangomez,4990,20200202,den,det,0,12.5,123.0,128.0,0,0.0,11.7,1.0,1.0,8.5,0.0,0.0,3500.0,3.0,61.82,-6.49,2,5,1,0,0,1,0,0,3,2,2,benchPlayer
6.0,Reggie_Jackson,4369,20200202,det,den,1,12.5,128.0,123.0,1,0.0,34.15,1.0,1.0,32.6,0.0,0.0,4600.0,1.0,61.82,1.91,20,3,6,0,0,0,2,8,18,2,2,advanced
2.0,Furkan_Korkmaz,5157,20200201,phi,bos,0,20.5,95.0,116.0,0,0.0,25.28333333,1.0,1.0,23.8,0.0,0.0,3900.0,2.0,65.43,-0.31,14,4,2,1,0,1,2,4,9,4,4,average
-0.0,Ben_McLemore,4589,20200202,hou,nor,1,14.0,117.0,109.0,1,0.0,23.61666667,1.0,1.0,28.0,0.0,0.0,3500.0,2.0,66.62,0.19,22,0,0,2,0,0,4,6,12,6,8,average
-0.0,Bruno_Fernando,5881,20200126,atl,was,1,18.0,152.0,133.0,1,1.0,19.46666667,1.0,1.0,29.4,1.0,0.0,3800.0,4.0,62.73,0.37,14,12,0,0,1,2,0,7,9,0,0,average
8.0,Cody_Zeller,4614,20200201,cha,sas,0,21.0,90.0,114.0,0,1.0,29.96666667,1.0,1.0,48.4,1.0,0.0,4600.0,5.0,64.93,0.64,14,12,8,2,1,1,0,7,10,0,0,top
-0.0,Jake_Layman,4997,20191118,min,uta,0,21.0,112.0,102.0,1,1.0,13.85,1.0,1.0,10.2,0.0,0.0,4500.0,3.0,46.94,17.01,6,1,0,0,1,0,0,3,6,0,1,belowAvg
-0.0,Jaxson_Hayes,5891,20200202,nor,hou,0,14.0,109.0,117.0,0,0.0,3.5333333330000003,1.0,1.0,4.4,0.0,0.0,3600.0,5.0,66.62,-0.37,2,2,0,0,0,0,0,1,3,0,0,benchPlayer
-0.0,Frank_Ntilikina,5219,20200128,nyk,cha,0,19.0,92.0,97.0,0,0.0,3.083333333,1.0,1.0,3.0,0.0,0.0,3700.0,1.0,64.1,2.73,3,0,0,0,0,0,1,1,1,0,0,benchPlayer
1.0,Kenrich_Williams,5688,20200106,nor,uta,1,20.0,126.0,128.0,0,0.0,9.1,1.0,1.0,4.5,0.0,0.0,3500.0,3.0,67.57,-0.09,0,0,1,1,0,0,0,0,1,0,0,benchPlayer
1.0,Garrett_Temple,4199,20200201,bkn,was,0,20.0,107.0,113.0,0,1.0,36.5,1.0,1.0,29.5,0.0,0.0,3800.0,2.0,65.7,1.46,17,5,1,1,1,1,4,6,14,1,1,average
2.0,Terrence_Ross,4549,20200201,orl,mia,1,19.0,89.0,102.0,0,0.0,30.76666667,1.0,1.0,12.6,0.0,0.0,4500.0,2.0,66.25,0.0,6,3,2,0,0,0,1,2,11,1,1,belowAvg
1.0,Aaron_Gordon,4705,20200201,orl,mia,1,19.0,89.0,102.0,0,1.0,34.16666667,1.0,1.0,37.5,0.0,0.0,5600.0,4.0,66.25,0.0,24,5,1,2,0,0,4,9,20,2,3,advanced
-0.0,Tyson_Chandler,3307,20200118,hou,lal,1,20.5,115.0,124.0,0,0.0,9.75,1.0,1.0,2.6,0.0,0.0,3500.0,5.0,67.03,-0.3,0,3,0,0,0,1,0,0,0,0,0,benchPlayer
-0.0,TJ_Leaf,5160,20200120,ind,uta,0,21.0,88.0,118.0,0,0.0,2.75,1.0,1.0,3.2,0.0,0.0,3500.0,4.0,48.03,9.86,2,1,0,0,0,0,0,1,1,0,0,benchPlayer
3.0,Julius_Randle,4680,20200201,nyk,ind,0,19.0,92.0,85.0,1,1.0,34.81666667,1.0,1.0,45.1,1.0,0.0,7800.0,4.0,63.6,2.37,16,18,3,2,0,3,0,5,14,6,8,top
-0.0,Javonte_Green,5842,20200201,bos,phi,1,20.5,116.0,95.0,1,0.0,3.266666667,1.0,1.0,0.0,0.0,0.0,3900.0,2.0,65.43,1.22,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
-0.0,Carsen_Edwards,5848,20200130,bos,gsw,1,20.0,119.0,104.0,1,0.0,2.983333333,1.0,1.0,0.0,0.0,0.0,3500.0,1.0,68.17,-0.94,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
1.0,Bobby_Portis,4841,20200201,nyk,ind,0,19.0,92.0,85.0,1,0.0,22.11666667,1.0,1.0,16.9,0.0,0.0,3600.0,5.0,63.6,2.37,5,7,1,0,1,1,1,2,6,0,0,belowAvg
3.0,Duncan_Robinson,5681,20200201,mia,orl,0,19.0,102.0,89.0,1,1.0,22.0,1.0,1.0,13.7,0.0,0.0,4300.0,2.0,66.25,0.25,9,1,3,0,0,1,3,3,7,0,0,belowAvg
-0.0,Shake_Milton,5703,20200201,phi,bos,0,20.5,95.0,116.0,0,1.0,29.08333333,1.0,1.0,24.8,0.0,0.0,4300.0,1.0,65.43,-0.31,11,4,0,3,0,0,1,3,8,4,4,average
-0.0,Dwayne_Bacon,5179,20200128,cha,nyk,1,19.0,97.0,92.0,1,0.0,7.45,1.0,1.0,2.2,0.0,0.0,3700.0,2.0,64.1,0.01,2,1,0,0,0,1,0,1,3,0,0,benchPlayer
1.0,Rodions_Kurucs,5735,20200131,bkn,chi,1,19.5,133.0,118.0,1,0.0,2.316666667,1.0,1.0,0.5,0.0,0.0,3700.0,4.0,67.71,-0.55,0,0,1,0,0,1,0,0,0,0,0,benchPlayer
1.0,Chris_Boucher,5117,20200202,tor,chi,1,15.0,129.0,102.0,1,0.0,24.51666667,1.0,1.0,27.5,0.0,0.0,4300.0,4.0,63.1,1.34,15,5,1,2,0,1,1,5,10,4,4,average
-0.0,Ersan_Ilyasova,3765,20200202,mil,pho,1,14.0,129.0,108.0,1,0.0,14.33333333,1.0,1.0,11.8,0.0,0.0,3600.0,4.0,62.28,1.4,8,4,0,0,0,1,2,3,9,0,0,belowAvg
2.0,Marvin_Bagley,5714,20200120,sac,mia,0,17.0,113.0,118.0,0,1.0,38.4,1.0,1.0,37.0,1.0,0.0,5100.0,4.0,66.89,-7.18,15,15,2,1,0,2,0,7,13,1,1,advanced
-0.0,Jarred_Vanderbilt,5778,20200202,den,det,0,12.5,123.0,128.0,0,0.0,5.083333333,1.0,1.0,11.2,0.0,0.0,3500.0,3.0,61.82,-6.49,4,1,0,1,1,0,0,2,2,0,0,belowAvg
3.0,Karl-Anthony_Towns,4879,20200201,min,lac,0,15.5,106.0,118.0,0,1.0,36.3,1.0,1.0,53.9,1.0,0.0,10100.0,5.0,66.94,-3.38,32,12,3,0,1,0,2,0,0,8,11,top
2.0,Reggie_Bullock,4654,20200201,nyk,ind,0,19.0,92.0,85.0,1,1.0,24.8,1.0,1.0,12.8,0.0,0.0,3800.0,2.0,63.6,2.37,7,4,2,0,0,2,1,2,7,2,2,belowAvg
-0.0,Anthony_Tolliver,4049,20200201,sac,lal,1,22.0,113.0,129.0,0,0.0,10.1,1.0,1.0,10.0,0.0,0.0,3500.0,4.0,67.12,-0.28,4,0,0,2,0,0,1,1,2,1,2,benchPlayer
3.0,Joe_Harris,4733,20200201,bkn,was,0,20.0,107.0,113.0,0,1.0,30.33333333,1.0,1.0,30.1,0.0,0.0,4400.0,3.0,65.7,1.46,22,3,3,0,0,0,6,8,16,0,0,advanced
-0.0,Tyrone_Wallace,5231,20191204,atl,bkn,1,19.5,118.0,130.0,0,0.0,3.95,1.0,1.0,2.0,0.0,0.0,3500.0,1.0,62.46,0.45,0,0,0,1,0,1,0,0,2,0,0,benchPlayer
-0.0,Markieff_Morris,4453,20200131,det,tor,1,19.0,92.0,105.0,0,0.0,18.66666667,1.0,1.0,19.2,0.0,0.0,3900.0,3.0,64.97,0.32,9,6,0,0,1,0,1,2,7,4,6,belowAvg
3.0,Brandon_Ingram,4965,20200202,nor,hou,0,14.0,109.0,117.0,0,1.0,38.18333333,1.0,1.0,42.9,1.0,0.0,7700.0,3.0,66.62,-0.37,28,12,3,0,0,4,5,0,0,3,3,top
-0.0,Vic_Law,5827,20200127,orl,mia,0,19.5,92.0,113.0,0,0.0,2.516666667,1.0,1.0,0.0,0.0,0.0,3500.0,3.0,66.34,0.03,0,0,0,0,0,0,0,0,1,0,2,benchPlayer
-0.0,James_Ennis,4697,20200201,phi,bos,0,20.5,95.0,116.0,0,0.0,3.8,1.0,1.0,4.2,0.0,0.0,3500.0,3.0,65.43,-0.31,0,1,0,0,1,0,0,0,0,0,0,benchPlayer
1.0,Ian_Mahinmi,3777,20200201,was,bkn,1,20.0,113.0,107.0,1,1.0,22.15,1.0,1.0,27.7,0.0,0.0,4300.0,5.0,65.7,0.86,8,6,1,1,3,1,0,4,9,0,0,average
-0.0,Gary_Trent_Jr.,5663,20200201,por,uta,1,22.5,124.0,107.0,1,0.0,24.36666667,1.0,1.0,8.2,0.0,0.0,4000.0,2.0,67.71,-0.36,7,1,0,0,0,0,1,3,9,0,0,benchPlayer
2.0,Damyean_Dotson,5222,20200201,nyk,ind,0,19.0,92.0,85.0,1,0.0,27.21666667,1.0,1.0,14.2,0.0,0.0,3600.0,2.0,63.6,2.37,8,1,2,1,0,1,2,3,8,0,0,belowAvg
0.0,T.J._Warren,4724,20200201,ind,nyk,1,19.0,85.0,92.0,0,1.0,23.26666667,1.0,1.0,12.2,0.0,0.0,5900.0,3.0,63.6,0.76,5,1,0,2,0,0,0,2,5,1,2,belowAvg
0.0,Jerami_Grant,4765,20200202,den,det,0,12.5,123.0,128.0,0,1.0,45.08333333,1.0,1.0,29.8,0.0,0.0,6400.0,4.0,61.82,-6.49,14,4,0,1,3,1,2,5,11,2,2,average
2.0,Otto_Porter,4653,20191106,chi,atl,0,19.5,113.0,93.0,1,1.0,11.81666667,1.0,1.0,29.8,0.0,0.0,5000.0,3.0,63.92,1.0,13,4,2,2,1,0,3,5,6,0,0,average
1.0,Nigel_Williams-Goss,5833,20200108,uta,nyk,1,21.0,128.0,104.0,1,0.0,3.6,1.0,1.0,4.7,0.0,0.0,3500.0,1.0,46.8,8.24,2,1,1,0,0,0,0,1,2,0,0,benchPlayer
1.0,Darius_Bazley,5915,20200131,okc,pho,0,21.0,111.0,107.0,1,0.0,12.8,1.0,1.0,6.9,0.0,0.0,3500.0,3.0,63.28,1.15,0,2,1,1,0,0,0,0,2,0,0,benchPlayer
6.0,Markelle_Fultz,5131,20200201,orl,mia,1,19.0,89.0,102.0,0,1.0,30.91666667,1.0,1.0,23.8,0.0,0.0,5500.0,1.0,66.25,0.0,11,4,6,1,0,4,0,4,8,3,3,average
1.0,Rodney_Hood,4744,20191206,por,lal,1,22.5,113.0,136.0,0,1.0,8.55,1.0,1.0,6.9,0.0,0.0,4100.0,3.0,65.7,0.39,0,2,1,1,0,0,0,0,1,0,0,benchPlayer
-0.0,Miye_Oni,5836,20191207,uta,mem,1,22.0,126.0,112.0,1,0.0,3.883333333,1.0,1.0,1.2,0.0,0.0,3500.0,2.0,47.39,1.53,0,1,0,0,0,0,0,0,0,0,0,benchPlayer
1.0,Brook_Lopez,4075,20200202,mil,pho,1,14.0,129.0,108.0,1,1.0,32.88333333,1.0,1.0,50.3,0.0,0.0,5000.0,5.0,62.28,1.4,17,4,1,0,9,0,1,7,16,2,2,top
1.0,Damian_Jones,4933,20200201,atl,dal,0,20.5,100.0,123.0,0,1.0,30.65,1.0,1.0,32.9,0.0,0.0,3800.0,5.0,65.02,-1.05,8,12,1,2,1,0,0,3,6,2,2,advanced
1.0,Myles_Turner,4781,20200201,ind,nyk,1,19.0,85.0,92.0,0,1.0,33.63333333,1.0,1.0,21.7,0.0,0.0,5200.0,5.0,63.6,0.76,12,6,1,1,0,2,4,4,5,0,0,average
4.0,Evan_Fournier,4468,20200201,orl,mia,1,19.0,89.0,102.0,0,1.0,33.73333333,1.0,1.0,22.2,0.0,0.0,5200.0,2.0,66.25,0.0,12,1,4,2,0,3,2,3,13,4,4,average
-0.0,Jerome_Robinson,5691,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,2.233333333,1.0,1.0,0.0,0.0,0.0,3500.0,1.0,66.94,-0.42,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
