FDP_pd,Player_name,ID,Date,Team,Opp,H/A,GTime(ET),Team pts,Opp pts,Win-Lose,Start,Mins_played,GP,active,FDP,DoubleD,TripleD,FD Sal,FD pos,ADI,VMI,pt,rb,as,st,bl,to,trey,FGM,FGA,FTM,FTA,Difference,ranking
1.19,Drew_Eubanks,5679,20200110,sas,mem,0,20.0,121.0,134.0,0,0.0,1.766666667,1.0,1.0,2.0,0.0,0.0,3500.0,5.0,65.06,0.25,2,0,0,0,0,0,0,0,0,2,2,-0.81,benchPlayer
0.26,Kostas_Antetokounmpo,5669,20200110,lal,dal,0,21.75,129.0,114.0,1,0.0,2.3,1.0,1.0,1.5,0.0,0.0,3500.0,4.0,62.64,3.84,0,0,1,0,0,0,0,0,0,0,0,-1.24,benchPlayer
1.15,Frank_Mason_III,5153,20191222,mil,ind,1,19.0,117.0,89.0,1,0.0,4.766666667,1.0,1.0,3.7,0.0,0.0,3500.0,1.0,64.74,1.17,1,1,1,0,0,0,0,0,3,1,2,-2.5500000000000003,benchPlayer
12.88,Louis_Williams,3816,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,29.2,1.0,1.0,31.8,0.0,0.0,5600.0,2.0,66.94,-0.42,17,4,6,1,0,2,0,7,19,3,3,-18.92,advanced
12.44,Brandon_Clarke,5837,20200129,mem,nyk,0,19.5,127.0,106.0,1,0.0,26.85,1.0,1.0,34.5,0.0,0.0,5200.0,4.0,66.98,-2.05,17,5,1,3,1,2,0,7,10,3,3,-22.060000000000002,advanced
8.56,Kyrie_Irving,4379,20200201,bkn,was,0,20.0,107.0,113.0,0,1.0,28.63333333,1.0,1.0,21.8,0.0,0.0,8900.0,1.0,65.7,1.46,11,4,4,1,1,6,1,5,12,0,0,-13.24,average
2.59,Thanasis_Antetokounmpo,4869,20200131,mil,den,1,21.0,115.0,127.0,0,1.0,5.233333333,1.0,1.0,7.0,0.0,0.0,3500.0,3.0,64.88,-0.25,4,0,0,1,0,0,0,2,3,0,1,-4.41,benchPlayer
2.24,Louis_King,5862,20200127,det,cle,1,19.0,100.0,115.0,0,0.0,11.13333333,1.0,1.0,4.7,0.0,0.0,3500.0,3.0,63.83,-0.18,3,1,1,0,0,1,1,1,3,0,0,-2.46,benchPlayer
2.98,Quinn_Cook,4863,20200201,lal,sac,0,22.0,129.0,113.0,1,0.0,3.333333333,1.0,1.0,5.0,0.0,0.0,3700.0,1.0,67.12,-0.68,5,0,0,0,0,0,1,2,2,0,0,-2.02,benchPlayer
4.63,Tim_Hardaway_Jr.,4628,20200201,dal,atl,1,20.5,123.0,100.0,1,1.0,26.91666667,1.0,1.0,9.7,0.0,0.0,4900.0,3.0,65.02,0.14,7,1,1,1,0,3,1,3,12,0,0,-5.069999999999999,benchPlayer
0.19,Moses_Brown,5936,20200120,por,gsw,1,22.0,129.0,124.0,1,0.0,2.25,1.0,1.0,0.2,0.0,0.0,3500.0,5.0,65.89,-0.11,0,1,0,0,0,1,0,0,0,0,0,-0.010000000000000009,benchPlayer
11.21,Seth_Curry,4564,20200201,dal,atl,1,20.5,123.0,100.0,1,0.0,20.75,1.0,1.0,25.2,0.0,0.0,4800.0,1.0,65.02,0.14,15,6,2,0,0,0,5,5,10,0,0,-13.989999999999998,average
16.79,Dorian_Finney-Smith,4932,20200201,dal,atl,1,20.5,123.0,100.0,1,1.0,28.53333333,1.0,1.0,45.4,0.0,0.0,4500.0,3.0,65.02,0.14,22,7,4,2,1,0,4,7,13,4,4,-28.61,top
0.0,Melvin_Frazier,5707,20200127,orl,mia,0,19.5,92.0,113.0,0,0.0,2.516666667,1.0,1.0,0.0,0.0,0.0,3500.0,3.0,66.34,0.03,0,0,0,0,0,0,0,0,0,0,0,0.0,benchPlayer
2.45,Robin_Lopez,4112,20200202,mil,pho,1,14.0,129.0,108.0,1,0.0,12.56666667,1.0,1.0,13.5,0.0,0.0,3500.0,5.0,62.28,1.4,0,5,3,1,0,0,0,0,1,0,0,-11.05,belowAvg
0.46,Nickeil_Alexander-Walker,5887,20200131,nor,mem,1,20.0,139.0,111.0,1,0.0,5.85,1.0,1.0,2.7,0.0,0.0,3500.0,2.0,67.16,-0.91,0,1,1,1,0,3,0,0,3,0,0,-2.24,benchPlayer
9.41,Dejounte_Murray,4963,20200201,sas,cha,1,21.0,114.0,90.0,1,1.0,27.43333333,1.0,1.0,34.0,0.0,0.0,4900.0,1.0,64.93,-0.36,9,10,2,4,0,2,1,4,8,0,0,-24.59,advanced
1.37,Cristiano_Felicio,4845,20200202,chi,tor,0,15.0,102.0,129.0,0,0.0,15.91666667,1.0,1.0,7.8,0.0,0.0,3600.0,5.0,63.1,2.65,0,4,0,1,0,0,0,0,0,0,0,-6.43,benchPlayer
6.32,Anfernee_Simons,5662,20200201,por,uta,1,22.5,124.0,107.0,1,0.0,23.66666667,1.0,1.0,16.5,0.0,0.0,3500.0,1.0,67.71,-0.36,7,5,3,0,0,1,1,3,6,0,0,-10.18,belowAvg
7.6,Vince_Carter,2448,20200201,atl,dal,0,20.5,100.0,123.0,0,0.0,24.35,1.0,1.0,19.0,0.0,0.0,3900.0,3.0,65.02,-1.05,10,5,0,0,1,0,0,4,12,2,2,-11.4,belowAvg
29.08,James_Harden,4224,20200202,hou,nor,1,14.0,117.0,109.0,1,1.0,38.78333333,1.0,1.0,67.5,1.0,0.0,11000.0,2.0,66.62,0.19,40,10,9,0,2,4,7,0,0,9,9,-38.42,top
8.79,Jrue_Holiday,4212,20200202,nor,hou,0,14.0,109.0,117.0,0,1.0,33.58333333,1.0,1.0,22.6,0.0,0.0,7800.0,2.0,66.62,-0.37,11,3,6,0,1,4,0,5,14,1,3,-13.810000000000002,average
0.18,Brian_Bowen_II,5810,20191118,ind,bkn,0,19.5,115.0,86.0,1,0.0,2.333333333,1.0,1.0,3.0,0.0,0.0,3500.0,2.0,64.83,0.99,0,0,0,0,1,0,0,0,1,0,0,-2.82,benchPlayer
3.27,Boban_Marjanovic,4893,20200128,dal,pho,1,20.5,104.0,133.0,0,0.0,4.733333333,1.0,1.0,6.2,0.0,0.0,3900.0,5.0,63.51,-1.67,5,1,0,0,0,0,0,1,2,3,4,-2.93,benchPlayer
-0.1,Tim_Frazier,4717,20200124,det,mem,1,19.0,112.0,125.0,0,0.0,3.8,1.0,1.0,-1.0,0.0,0.0,3600.0,1.0,63.42,1.23,0,0,0,0,0,1,0,0,1,0,0,0.9,benchPlayer
0.0,Josh_Richardson,4788,20200122,phi,tor,0,19.0,95.0,107.0,0,1.0,3.866666667,1.0,1.0,0.0,0.0,0.0,5600.0,2.0,67.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,benchPlayer
1.48,Chris_Clemons,5797,20200127,hou,uta,0,21.0,126.0,117.0,1,0.0,7.3,1.0,1.0,3.2,0.0,0.0,3500.0,1.0,48.72,8.12,2,1,0,0,0,0,0,1,6,0,0,-1.7200000000000002,benchPlayer
8.77,Derrick_White,5148,20200201,sas,cha,1,21.0,114.0,90.0,1,0.0,26.6,1.0,1.0,18.5,0.0,0.0,4100.0,1.0,64.93,-0.36,12,5,1,0,0,1,1,4,8,3,4,-9.73,belowAvg
12.03,Harry_Giles,5167,20200201,sac,lal,1,22.0,113.0,129.0,0,1.0,16.68333333,1.0,1.0,26.1,0.0,0.0,3800.0,4.0,67.12,-0.28,16,8,1,0,0,1,0,7,8,2,2,-14.070000000000002,average
0.86,Derrick_Walton_Jr.,5198,20200122,lac,atl,0,19.5,95.0,102.0,0,0.0,6.883333333,1.0,1.0,2.5,0.0,0.0,3500.0,1.0,64.01,2.29,1,0,1,0,0,0,0,0,0,1,2,-1.6400000000000001,benchPlayer
8.46,Justin_Jackson,5135,20200201,dal,atl,1,20.5,123.0,100.0,1,0.0,26.43333333,1.0,1.0,20.1,0.0,0.0,3500.0,3.0,65.02,0.14,10,8,1,0,0,1,1,4,8,1,1,-11.64,average
10.66,Carmelo_Anthony,3510,20200201,por,uta,1,22.5,124.0,107.0,1,1.0,32.01666667,1.0,1.0,22.5,0.0,0.0,5600.0,3.0,67.71,-0.36,15,5,1,0,0,0,1,5,15,4,4,-11.84,average
0.19,Grayson_Allen,5677,20200124,mem,det,0,19.0,125.0,112.0,1,0.0,6.25,1.0,1.0,0.2,0.0,0.0,3700.0,2.0,63.42,3.9,0,1,0,0,0,1,0,0,1,0,0,-0.010000000000000009,benchPlayer
7.44,Tomas_Satoransky,4980,20200202,chi,tor,0,15.0,102.0,129.0,0,1.0,29.86666667,1.0,1.0,20.5,0.0,0.0,5400.0,1.0,63.1,2.65,8,5,5,0,0,1,2,3,11,0,0,-13.059999999999999,average
14.94,LeBron_James,3541,20200201,lal,sac,0,22.0,129.0,113.0,1,1.0,33.56666667,1.0,1.0,47.5,1.0,1.0,11000.0,3.0,67.12,-0.68,15,10,11,2,0,2,1,6,15,2,3,-32.56,top
6.04,Nicolas_Batum,4086,20200124,cha,mil,1,15.0,103.0,116.0,0,1.0,33.53333333,1.0,1.0,19.7,0.0,0.0,3800.0,3.0,63.69,-1.12,5,6,5,0,0,0,0,1,8,3,4,-13.66,belowAvg
2.97,Jahlil_Okafor,4836,20200124,nor,den,1,20.0,106.0,113.0,0,0.0,3.483333333,1.0,1.0,6.4,0.0,0.0,3500.0,5.0,67.3,0.11,4,2,0,0,0,0,0,2,2,0,0,-3.43,benchPlayer
0.0,Antonius_Cleveland,5112,20200201,dal,atl,1,20.5,123.0,100.0,1,0.0,2.016666667,1.0,1.0,0.0,0.0,0.0,3500.0,2.0,65.02,0.14,0,0,0,0,0,0,0,0,1,0,0,0.0,benchPlayer
1.02,Dragan_Bender,4913,20200124,mil,cha,0,15.0,116.0,103.0,1,0.0,5.65,1.0,1.0,6.9,0.0,0.0,3500.0,4.0,63.69,2.68,0,2,1,0,1,0,0,0,1,0,0,-5.880000000000001,benchPlayer
0.0,Deonte_Burton,5752,20200129,okc,sac,0,22.0,120.0,100.0,1,0.0,1.516666667,1.0,1.0,0.0,0.0,0.0,3500.0,2.0,66.71,-3.69,0,0,0,0,0,0,0,0,1,0,0,0.0,benchPlayer
0.45,Rondae_Hollis-Jefferson,4810,20200126,tor,sas,0,16.0,110.0,106.0,1,0.0,6.083333333,1.0,1.0,1.7,0.0,0.0,3600.0,4.0,63.92,3.05,0,1,1,0,0,1,0,0,1,0,0,-1.25,benchPlayer
0.1,Wenyen_Gabriel,5715,20200201,por,uta,1,22.5,124.0,107.0,1,0.0,2.65,1.0,1.0,2.0,0.0,0.0,3500.0,4.0,67.71,-0.36,0,0,0,1,0,1,0,0,0,0,0,-1.9,benchPlayer
6.72,Kent_Bazemore,4507,20200201,sac,lal,1,22.0,113.0,129.0,0,0.0,13.01666667,1.0,1.0,15.7,0.0,0.0,3700.0,3.0,67.12,-0.28,10,1,1,1,0,0,0,3,7,4,5,-8.98,belowAvg
0.0,D.J._Wilson,5146,20200120,mil,chi,1,17.0,111.0,98.0,1,0.0,2.066666667,1.0,1.0,0.0,0.0,0.0,3500.0,4.0,66.98,-0.61,0,0,0,0,0,0,0,0,1,0,0,0.0,benchPlayer
0.62,Cam_Reddish,5880,20200201,atl,dal,0,20.5,100.0,123.0,0,1.0,7.166666667,1.0,1.0,7.5,0.0,0.0,4300.0,3.0,65.02,-1.05,0,0,1,0,2,0,0,0,3,0,0,-6.88,benchPlayer
0.0,Dewan_Hernandez,5902,20191216,tor,cle,1,19.5,133.0,113.0,1,0.0,1.866666667,1.0,1.0,0.0,0.0,0.0,3500.0,4.0,66.16,-0.84,0,0,0,0,0,0,0,0,0,0,0,0.0,benchPlayer
0.0,Noah_Vonleh,4761,20200127,min,sac,1,20.0,129.0,133.0,0,0.0,0.016666667,1.0,1.0,0.0,0.0,0.0,3500.0,4.0,63.97,-0.41,0,0,0,0,0,0,0,0,0,0,0,0.0,benchPlayer
0.0,Justin_James,5808,20200201,sac,lal,1,22.0,113.0,129.0,0,0.0,0.066666667,1.0,1.0,0.0,0.0,0.0,3500.0,2.0,67.12,-0.28,0,0,0,0,0,0,0,0,0,0,0,0.0,benchPlayer
2.97,Iman_Shumpert,4397,20191211,bkn,cha,1,19.5,108.0,113.0,0,0.0,14.48333333,1.0,1.0,6.4,0.0,0.0,3500.0,2.0,68.31,-0.53,4,2,0,0,0,0,1,1,5,1,2,-3.43,benchPlayer
5.39,Jeff_Green,3992,20191223,uta,mia,0,19.5,104.0,107.0,0,0.0,18.4,1.0,1.0,17.2,0.0,0.0,3500.0,4.0,65.89,-5.65,7,1,2,2,0,0,0,3,8,1,1,-11.809999999999999,belowAvg
0.89,Justin_Anderson,4860,20200112,bkn,atl,1,18.0,108.0,86.0,1,0.0,4.433333333,1.0,1.0,2.2,0.0,0.0,3500.0,2.0,67.76,-0.04,1,1,0,0,0,0,0,0,2,1,2,-1.31,benchPlayer
16.7,Chris_Paul,3786,20200131,okc,pho,0,21.0,111.0,107.0,1,1.0,34.36666667,1.0,1.0,49.2,1.0,0.0,7300.0,1.0,63.28,1.15,20,6,10,3,0,2,2,7,16,4,4,-32.5,top
5.95,Jeremy_Lamb,4514,20200201,ind,nyk,1,19.0,85.0,92.0,0,1.0,25.75,1.0,1.0,11.4,0.0,0.0,4300.0,2.0,63.6,0.76,9,2,0,0,0,0,1,3,7,2,2,-5.45,belowAvg
9.73,C.J._McCollum,4657,20200201,por,uta,1,22.5,124.0,107.0,1,1.0,34.0,1.0,1.0,22.6,0.0,0.0,7300.0,2.0,67.71,-0.36,14,3,2,1,1,4,2,6,14,0,0,-12.870000000000001,average
3.2,Clint_Capela,4766,20200129,hou,por,0,22.0,112.0,125.0,0,1.0,17.15,1.0,1.0,8.9,0.0,0.0,7800.0,5.0,67.62,-15.04,2,7,1,0,0,3,0,1,1,0,2,-5.7,benchPlayer
0.29,Terance_Mann,5856,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,2.2,1.0,1.0,1.2,0.0,0.0,3500.0,2.0,66.94,-0.42,0,1,0,0,0,0,0,0,1,0,0,-0.9099999999999999,benchPlayer
7.27,Patrick_McCaw,4902,20200202,tor,chi,1,15.0,129.0,102.0,1,0.0,22.95,1.0,1.0,18.4,0.0,0.0,3600.0,2.0,63.1,1.34,10,2,2,1,0,0,2,3,5,2,2,-11.129999999999999,belowAvg
1.91,Alex_Len,4591,20200124,atl,okc,0,20.0,111.0,140.0,0,0.0,14.25,1.0,1.0,16.8,0.0,0.0,4400.0,5.0,63.37,0.4,0,4,0,1,3,0,0,0,3,0,0,-14.89,belowAvg
5.51,Wendell_Carter_Jr.,5685,20200106,chi,dal,0,20.5,110.0,118.0,0,1.0,17.75,1.0,1.0,17.2,0.0,0.0,5800.0,5.0,65.02,-1.3,6,6,0,1,1,2,0,2,7,2,2,-11.69,belowAvg
4.03,Al-Farouq_Aminu,4261,20191129,orl,tor,1,19.0,83.0,90.0,0,0.0,18.26666667,1.0,1.0,12.9,0.0,0.0,3800.0,4.0,66.89,-1.71,5,2,1,2,0,2,1,2,7,0,0,-8.870000000000001,belowAvg
1.07,Bismack_Biyombo,4458,20200124,cha,mil,1,15.0,103.0,116.0,0,0.0,7.666666667,1.0,1.0,3.8,0.0,0.0,4000.0,5.0,63.69,-1.12,0,4,0,0,0,1,0,0,3,0,0,-2.7299999999999995,benchPlayer
0.0,Patrick_Patterson,4302,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,2.2,1.0,1.0,0.0,0.0,0.0,3500.0,4.0,66.94,-0.42,0,0,0,0,0,0,0,0,0,0,0,0.0,benchPlayer
4.3,Thabo_Sefolosha,3931,20200202,hou,nor,1,14.0,117.0,109.0,1,0.0,18.03333333,1.0,1.0,21.1,0.0,0.0,3500.0,3.0,66.62,0.19,4,3,1,3,1,0,1,1,2,1,2,-16.8,average
15.78,Zion_Williamson,5888,20200202,nor,hou,0,14.0,109.0,117.0,0,1.0,32.98333333,1.0,1.0,37.5,1.0,0.0,6500.0,4.0,66.62,-0.37,21,10,1,1,1,3,0,8,14,5,7,-21.72,advanced
11.91,Avery_Bradley,4269,20200201,lal,sac,0,22.0,129.0,113.0,1,1.0,20.08333333,1.0,1.0,21.4,0.0,0.0,3500.0,2.0,67.12,-0.68,19,2,0,0,0,0,5,7,13,0,0,-9.489999999999998,average
2.38,Tony_Bradley,5166,20200129,uta,sas,0,20.5,120.0,127.0,0,0.0,10.45,1.0,1.0,4.0,0.0,0.0,3500.0,5.0,64.52,-14.37,4,0,0,0,0,0,0,2,3,0,0,-1.62,benchPlayer
17.46,Domantas_Sabonis,4921,20200201,ind,nyk,1,19.0,85.0,92.0,0,1.0,34.7,1.0,1.0,34.6,0.0,0.0,8400.0,4.0,63.6,0.76,25,8,2,0,0,3,0,0,0,5,8,-17.14,advanced
5.12,Victor_Oladipo,4627,20200201,ind,nyk,1,19.0,85.0,92.0,0,0.0,22.25,1.0,1.0,12.9,0.0,0.0,5500.0,2.0,63.6,0.76,7,2,1,1,0,1,1,2,14,2,2,-7.78,belowAvg
0.0,Zach_Norvell_Jr.,5821,20191027,lal,cha,1,21.5,120.0,101.0,1,0.0,2.333333333,1.0,1.0,0.0,0.0,0.0,3500.0,2.0,64.88,0.55,0,0,0,0,0,0,0,0,0,0,0,0.0,benchPlayer
7.11,Nemanja_Bjelica,4875,20200201,sac,lal,1,22.0,113.0,129.0,0,1.0,30.08333333,1.0,1.0,19.1,0.0,0.0,5500.0,4.0,67.12,-0.28,9,3,3,0,1,1,3,3,8,0,0,-11.990000000000002,belowAvg
9.22,DeAndre_Jordan,4107,20200201,bkn,was,0,20.0,107.0,113.0,0,0.0,21.03333333,1.0,1.0,33.7,0.0,0.0,4800.0,5.0,65.7,1.46,8,11,3,1,2,1,0,3,4,2,2,-24.480000000000004,advanced
14.43,Lauri_Markkanen,5227,20200122,chi,min,1,20.0,117.0,110.0,1,1.0,34.18333333,1.0,1.0,29.7,0.0,0.0,5100.0,4.0,65.2,0.18,21,6,1,1,0,3,4,6,14,5,6,-15.27,average
4.18,James_Johnson,4168,20200201,mia,orl,0,19.0,102.0,89.0,1,0.0,15.25,1.0,1.0,14.8,0.0,0.0,3500.0,4.0,66.25,0.25,4,4,2,2,0,3,0,2,4,0,0,-10.620000000000001,belowAvg
14.06,Bojan_Bogdanovic,4709,20200201,uta,por,0,22.5,107.0,124.0,0,1.0,28.95,1.0,1.0,27.9,0.0,0.0,5600.0,3.0,67.71,-15.62,22,2,1,1,0,1,5,6,11,5,5,-13.839999999999998,average
1.02,Stanley_Johnson,4838,20200202,tor,chi,1,15.0,129.0,102.0,1,0.0,4.433333333,1.0,1.0,6.9,0.0,0.0,3500.0,3.0,63.1,1.34,0,2,1,0,1,0,0,0,0,0,0,-5.880000000000001,benchPlayer
1.97,George_Hill,4102,20200128,mil,was,1,20.0,151.0,131.0,1,0.0,21.21666667,1.0,1.0,4.7,0.0,0.0,3800.0,1.0,65.02,-0.41,2,1,3,0,0,3,0,0,3,2,2,-2.7300000000000004,benchPlayer
2.5,Denzel_Valentine,4901,20200202,chi,tor,0,15.0,102.0,129.0,0,0.0,13.55,1.0,1.0,6.2,0.0,0.0,3700.0,3.0,63.1,2.65,3,1,2,0,0,1,1,1,5,0,0,-3.7,benchPlayer
12.09,Lonzo_Ball,5215,20200202,nor,hou,0,14.0,109.0,117.0,0,1.0,37.31666667,1.0,1.0,47.7,1.0,0.0,6600.0,1.0,66.62,-0.37,10,11,9,3,2,4,2,3,7,2,2,-35.61,top
7.95,Rudy_Gobert,4620,20200201,uta,por,0,22.5,107.0,124.0,0,1.0,32.06666667,1.0,1.0,33.2,0.0,0.0,8700.0,5.0,67.71,-15.62,6,11,2,1,3,1,0,1,4,4,4,-25.250000000000004,advanced
16.67,DeMar_DeRozan,4211,20200201,sas,cha,1,21.0,114.0,90.0,1,1.0,32.75,1.0,1.0,39.4,0.0,0.0,8600.0,2.0,64.93,-0.36,24,2,6,2,0,2,0,0,0,4,5,-22.729999999999997,advanced
11.02,Rajon_Rondo,3872,20200201,lal,sac,0,22.0,129.0,113.0,1,0.0,26.66666667,1.0,1.0,33.6,0.0,0.0,4000.0,1.0,67.12,-0.68,13,3,8,2,0,1,1,6,11,0,0,-22.580000000000002,advanced
9.79,Andrew_Wiggins,4704,20200201,min,lac,0,15.5,106.0,118.0,0,1.0,26.53333333,1.0,1.0,21.5,0.0,0.0,7700.0,2.0,66.94,-3.38,13,5,3,0,0,2,1,4,11,4,5,-11.71,average
2.38,Timothe_Luwawu,4918,20200131,bkn,chi,1,19.5,133.0,118.0,1,0.0,2.766666667,1.0,1.0,4.0,0.0,0.0,3500.0,2.0,67.71,-0.55,4,0,0,0,0,0,0,1,1,2,2,-1.62,benchPlayer
16.85,De'Aaron_Fox,5132,20200201,sac,lal,1,22.0,113.0,129.0,0,1.0,32.95,1.0,1.0,34.7,0.0,0.0,7900.0,1.0,67.12,-0.28,24,6,5,0,1,7,0,7,17,0,0,-17.85,advanced
8.08,Moritz_Wagner,5780,20191210,was,cha,0,19.0,107.0,114.0,0,1.0,25.73333333,1.0,1.0,23.7,0.0,0.0,6000.0,5.0,64.29,3.27,9,6,3,0,1,0,0,3,7,3,3,-15.62,average
3.49,Joe_Ingles,4701,20200201,uta,por,0,22.5,107.0,124.0,0,1.0,28.03333333,1.0,1.0,13.7,0.0,0.0,4700.0,3.0,67.71,-15.62,3,1,5,1,0,1,1,1,2,0,0,-10.209999999999999,belowAvg
12.43,Kevin_Porter,5861,20200201,cle,gsw,1,20.0,112.0,131.0,0,0.0,23.91666667,1.0,1.0,22.6,0.0,0.0,4000.0,3.0,63.19,0.86,19,3,2,0,0,3,3,5,12,6,6,-10.170000000000002,average
5.63,Gordon_Hayward,4285,20200201,bos,phi,1,20.5,116.0,95.0,1,1.0,35.48333333,1.0,1.0,19.8,0.0,0.0,6600.0,3.0,65.43,1.22,4,9,2,1,0,1,0,1,11,2,2,-14.170000000000002,belowAvg
3.57,Ryan_Anderson,4085,20191103,hou,mia,0,18.0,100.0,129.0,0,0.0,9.833333332999999,1.0,1.0,14.2,0.0,0.0,3500.0,4.0,66.52,0.63,2,6,2,1,0,1,0,1,5,0,0,-10.629999999999999,belowAvg
4.46,Nassir_Little,5937,20200201,por,uta,1,22.5,124.0,107.0,1,0.0,12.93333333,1.0,1.0,8.2,0.0,0.0,3500.0,3.0,67.71,-0.36,7,1,0,0,0,0,1,3,3,0,0,-3.7399999999999993,benchPlayer
2.94,Kevon_Looney,4820,20200201,gsw,cle,0,20.0,131.0,112.0,1,0.0,12.5,1.0,1.0,15.8,0.0,0.0,3500.0,5.0,63.19,4.07,2,4,0,2,1,0,0,0,2,2,2,-12.860000000000001,belowAvg
2.73,P.J._Tucker,3871,20200202,hou,nor,1,14.0,117.0,109.0,1,1.0,38.7,1.0,1.0,12.8,0.0,0.0,4300.0,4.0,66.62,0.19,0,9,0,1,0,1,0,0,5,0,0,-10.07,belowAvg
8.26,Blake_Griffin,4172,20191228,det,sas,0,20.5,109.0,136.0,0,1.0,28.88333333,1.0,1.0,17.4,0.0,0.0,5700.0,4.0,62.96,1.52,12,2,2,0,0,0,3,3,16,3,4,-9.139999999999999,belowAvg
0.06,Josh_Gray,5246,20191117,nor,gsw,1,19.0,108.0,100.0,1,0.0,7.266666667000001,1.0,1.0,-0.5,0.0,0.0,3500.0,1.0,66.75,0.02,0,0,1,0,0,2,0,0,0,0,0,0.56,benchPlayer
8.12,Trey_Lyles,4806,20200201,sas,cha,1,21.0,114.0,90.0,1,1.0,27.56666667,1.0,1.0,19.0,0.0,0.0,3700.0,4.0,64.93,-0.36,11,5,0,1,0,1,2,4,6,1,2,-10.88,belowAvg
9.37,Robert_Covington,4570,20200201,min,lac,0,15.5,106.0,118.0,0,1.0,35.06666667,1.0,1.0,31.0,0.0,0.0,5400.0,4.0,66.94,-3.38,12,5,0,3,2,2,1,3,7,5,6,-21.630000000000003,advanced
0.29,Jeremiah_Martin,5912,20200131,bkn,chi,1,19.5,133.0,118.0,1,0.0,2.316666667,1.0,1.0,1.2,0.0,0.0,3500.0,1.0,67.71,-0.55,0,1,0,0,0,0,0,0,1,0,0,-0.9099999999999999,benchPlayer
